file,artist,title,year,genre
Dorothy Ashby/Dorothy Ashby - Afro-Harping/09 Come Live With Me.mp3,Dorothy Ashby,Come Live With Me,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/02 Games.mp3,Dorothy Ashby,Games,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/04 Lonely Girl.mp3,Dorothy Ashby,Lonely Girl,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/05 Life Has It's Trials.mp3,Dorothy Ashby,Life Has It's Trials,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/07 Little Sunflower.mp3,Dorothy Ashby,Little Sunflower,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/03 Action Line.mp3,Dorothy Ashby,Action Line,1968,Other
Dorothy Ashby/Dorothy Ashby - Afro-Harping/06 Afro-Harping.mp3,Dorothy Ashby,Afro-Harping,1968,Other
Rheostatics/Rheostatics - Melville/06. Christopher.mp3,"","","",""
Rheostatics/Rheostatics - Melville/08. Lying's Wrong.mp3,"","","",""
Rheostatics/Rheostatics - Melville/03. Northern Wish.mp3,"","","",""
Rheostatics/Rheostatics - Melville/10. When Winter Comes.mp3,"","","",""
Rheostatics/Rheostatics - Melville/04. Saskatchewan.mp3,"","","",""
Rheostatics/Rheostatics - Melville/11. The Wreck of the Edmund Fitzgerald.mp3,"","","",""
Rheostatics/Rheostatics - Melville/07. Chanson Les Ruelles.mp3,"","","",""
Rheostatics/Rheostatics - Melville/12. You Are Very Star.mp3,Rheostatics,You Are Very Star,1991,""
Rheostatics/Rheostatics - Melville/02. Aliens (Christmas 1988).mp3,"","","",""
Rheostatics/Rheostatics - Melville/01. Record Body Count.mp3,"","","",""
Rheostatics/Rheostatics - Melville/09. It.mp3,"","","",""
Rheostatics/Rheostatics - Melville/05. Horses.mp3,"","","",""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/07 Afrika Bambaataa & The Soulsonic Force  They Made A Mistake.mp3,Afrika Bambaataa & The Soulson,They Made A Mistake,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/01 Afrika Bambaataa & The Soulsonic Force  Planet Rock.mp3,Afrika Bambaataa & The Soulson,Planet Rock,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/02 Afrika Bambaataa & The Soulsonic Force  Looking For The Perfect Beat.mp3,Afrika Bambaataa & The Soulson,Looking For The Perfect Beat,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/03 Afrika Bambaataa & The Soulsonic Force  Renegades Of Funk.mp3,Afrika Bambaataa & The Soulson,Renegades Of Funk,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/06 Afrika Bambaataa & The Soulsonic Force  Go Go Pop.mp3,Afrika Bambaataa & The Soulson,Go Go Pop,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/04 Afrika Bambaataa & The Soulsonic Force  Frantic Situation.mp3,Afrika Bambaataa & The Soulson,Frantic Situation,1986,""
Afrika Bambaataa/Afrika Bambaataa (1986) - Planet Rock - The Album @320 (RAP)(by dragan09)/05 Afrika Bambaataa & The Soulsonic Force  Who You Funkin' With.mp3,Afrika Bambaataa & The Soulson,Who You Funkin' With?,1986,""
The Knife/The Knife - Silent Shout/07 Like a Pen.mp3,"","","",""
The Knife/The Knife - Silent Shout/11 Still Light.mp3,"","","",""
The Knife/The Knife - Silent Shout/02 Neverland.mp3,"","","",""
The Knife/The Knife - Silent Shout/01 Silent Shout.mp3,"","","",""
The Knife/The Knife - Silent Shout/03 The Captain.mp3,"","","",""
The Knife/The Knife - Silent Shout/08 From Off To On.mp3,"","","",""
The Knife/The Knife - Silent Shout/10 One Hit.mp3,"","","",""
The Knife/The Knife - Silent Shout/09 Forest Families.mp3,"","","",""
The Knife/The Knife - Silent Shout/05 Na Na Na.mp3,"","","",""
The Knife/The Knife - Silent Shout/06 Marble House.mp3,"","","",""
The Knife/The Knife - Silent Shout/04 We Share Our Mothers' Health.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/20-nancy_sinatra-so_long_babe-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/15-nancy_sinatra-fridays_child-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/16-nancy_sinatra-jackson_(duet_with_lee_hazlewood)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/17-nancy_sinatra-you_only_live_twice-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/12-nancy_sinatra-i_love_them_all_(the_boys_in_the_band)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/18-nancy_sinatra-hook_and_ladder_(feat_ry_cooder)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/01-nancy_sinatra-bang_bang_(feat_billy_strange)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/04-nancy_sinatra-the_highway_song-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/22-nancy_sinatra-here_we_go_again-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/23-nancy_sinatra-100_years-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/26-nancy_sinatra-shot_you_down_(audio_bullys_feat_nancy_sinatra)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/10-nancy_sinatra-drummer_man_(feat_hal_blaine)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/09-nancy_sinatra-in_our_time-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/03-nancy_sinatra-somethin_stupid_(duet_with_frank_sinatra)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/14-nancy_sinatra-how_does_that_grab_you_darlin-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/11-nancy_sinatra-lady_bird_(duet_with_lee_hazlewood)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/13-nancy_sinatra-these_boots_are_made_for_walkin-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/24-nancy_sinatra-let_me_kiss_you-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/08-nancy_sinatra-flowers_in_the_rain-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/05-nancy_sinatra-kind_of_a_woman-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/25-nancy_sinatra-machine_gun_kelly_(previously_unreleased)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/19-nancy_sinatra-some_velvet_morning_(duet_with_lee_hazlewood)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/07-nancy_sinatra-did_you_ever_(duet_with_lee_hazlewood)-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/06-nancy_sinatra-love_eyes-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/02-nancy_sinatra-sugar_town-ser.mp3,"","","",""
Nancy Sinatra/Nancy Sinatra - The Essential/21-nancy_sinatra-god_knows_i_love_you-ser.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/01 14th Floor.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/13 Painting By Numbers.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/14 Where The Rainbow Ends.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/08 A Picture Of Dorian Gray.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/16 Mysterious Ways.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/21 Salvador Dali's Garden Party.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/05 King And Country.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/06 I Know Where Syd Barrett Lives.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/22 Sad Mona Lisa.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/07 Silly Girl.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/11 If I Could Write Poetry.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/09 Look Back In Anger.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/10 La Grande Illusion.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/12 Magnificent Dreams.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/18 Someone To Share My Life With.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/02 Part Time Punks.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/20 How I Learned To Love The Bomb.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/03 Where's Bill Grundy Now.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/15 Three Wishes.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/19 The Painted Word.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/17 Stop And Smell The Roses.mp3,"","","",""
TV Personalities/TV Personalities - Part Time Punks - The Very Best/04 Smashing Time.mp3,"","","",""
The Flatliners/The Flatliners - Dead Language/12 Young Professionals.mp3,The Flatliners,Young Professionals,2013,Other
The Flatliners/The Flatliners - Dead Language/07 Ashes Away.mp3,The Flatliners,Ashes Away,2013,Other
The Flatliners/The Flatliners - Dead Language/01 Resuscitation of the Year.mp3,The Flatliners,Resuscitation of the Year,2013,Other
The Flatliners/The Flatliners - Dead Language/05 Sew My Mouth Shut.mp3,The Flatliners,Sew My Mouth Shut,2013,Other
The Flatliners/The Flatliners - Dead Language/02 Bury Me.mp3,The Flatliners,Bury Me,2013,Other
The Flatliners/The Flatliners - Dead Language/04 Drown In Blood.mp3,The Flatliners,Drown In Blood,2013,Other
The Flatliners/The Flatliners - Dead Language/03 Birds of England.mp3,The Flatliners,Birds of England,2013,Other
The Flatliners/The Flatliners - Dead Language/06 Caskets Full.mp3,The Flatliners,Caskets Full,2013,Other
The Flatliners/The Flatliners - Dead Language/13 Brilliant Resilience.mp3,The Flatliners,Brilliant Resilience,2013,Other
The Flatliners/The Flatliners - Dead Language/11 Tail Feathers.mp3,The Flatliners,Tail Feathers,2013,Other
The Flatliners/The Flatliners - Dead Language/08 Hounds.mp3,The Flatliners,Hounds,2013,Other
The Flatliners/The Flatliners - Dead Language/10 Quitters.mp3,The Flatliners,Quitters,2013,Other
The Flatliners/The Flatliners - Dead Language/09 Dead Hands.mp3,The Flatliners,Dead Hands,2013,Other
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 01 - The Calming Collection.mp3,The Flatliners,The Calming Collection,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 03 - Bleed.mp3,The Flatliners,Bleed,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 08 - Filthy Habits.mp3,The Flatliners,Filthy Habits,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 06 - Shithawks.mp3,The Flatliners,Shithawks,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 11 - Count Your Bruises.mp3,The Flatliners,Count Your Bruises,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 12 - New Years Resolutions.mp3,The Flatliners,New Years Resolutions,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 07 - Monumental.mp3,The Flatliners,Monumental,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 10 - Sleep Your Life Away.mp3,The Flatliners,Sleep Your Life Away,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 02 - Carry the Banner.mp3,The Flatliners,Carry the Banner,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 05 - He Was a Jazzman.mp3,The Flatliners,He Was a Jazzman,2010,Punk Rock
The Flatliners/The Flatliners - Cavalcade (2010)/The Flatliners - Cavalcade (2010) - 04 - Here Comes Treble.mp3,The Flatliners,Here Comes Treble,2010,Punk Rock
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/05 - Theme From ''Starsky And Hutch''.mp3,Rhythm Heritage,"Theme From ""Starsky And Hutch""",1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/02 - Had To Fall In Love.mp3,Rhythm Heritage,Had To Fall In Love,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/01 - Sail Away With Me.mp3,Rhythm Heritage,Sail Away With Me,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/06 - Holdin' Out (For Your Love).mp3,Rhythm Heritage,Holdin' Out (For Your Love),1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/09 - Sky's The Limit.mp3,Rhythm Heritage,Sky's The Limit,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/07 - Hedge Hog.mp3,Rhythm Heritage,Hedge Hog,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/08 - Float On By.mp3,Rhythm Heritage,Float On By,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/04 - Language Of Love.mp3,Rhythm Heritage,Language Of Love,1978,Disco
Rhythm Heritage/Rhythm Heritage - 1978 - Sky's The Limit/03 - Skippin'.mp3,Rhythm Heritage,Skippin',1978,Disco
Beck/Morning Phase/03 Heart Is a Drum.mp3,Beck,Heart Is a Drum,2014,Alternative
Beck/Morning Phase/05 Blue Moon.mp3,Beck,Blue Moon,2014,Alternative
Beck/Morning Phase/06 Unforgiven.mp3,Beck,Unforgiven,2014,Alternative
Beck/Morning Phase/13 Waking Light.mp3,Beck,Waking Light,2014,Alternative
Beck/Morning Phase/02 Morning.mp3,Beck,Morning,2014,Alternative
Beck/Morning Phase/12 Country Down.mp3,Beck,Country Down,2014,Alternative
Beck/Morning Phase/10 Phase.mp3,Beck,Phase,2014,Alternative
Beck/Morning Phase/01 Cycle.mp3,Beck,Cycle,2014,Alternative
Beck/Morning Phase/09 Blackbird Chain.mp3,Beck,Blackbird Chain,2014,Alternative
Beck/Morning Phase/07 Wave.mp3,Beck,Wave,2014,Alternative
Beck/Morning Phase/11 Turn Away.mp3,Beck,Turn Away,2014,Alternative
Beck/Morning Phase/04 Say Goodbye.mp3,Beck,Say Goodbye,2014,Alternative
Beck/Morning Phase/08 Don't Let It Go.mp3,Beck,Don't Let It Go,2014,Alternative
The Aggrolites/The Aggrolites/02 - The Aggrolites - Mr. Misery.mp3,The Aggrolites,Mr. Misery,2006,""
The Aggrolites/The Aggrolites/06 - The Aggrolites - Work To Do.mp3,The Aggrolites,Work To Do,2006,""
The Aggrolites/The Aggrolites/04 - The Aggrolites - Thunder Fist.mp3,The Aggrolites,Thunder Fist,2006,""
The Aggrolites/The Aggrolites/18 - The Aggrolites - Lightning & Thunder.mp3,The Aggrolites,Lightning & Thunder,2006,""
The Aggrolites/The Aggrolites/08 - The Aggrolites - Someday.mp3,The Aggrolites,Someday,2006,""
The Aggrolites/The Aggrolites/01 - The Aggrolites - Funky Fire.mp3,The Aggrolites,Funky Fire,2006,""
The Aggrolites/The Aggrolites/03 - The Aggrolites - Time To Get Tough.mp3,The Aggrolites,Time To Get Tough,2006,""
The Aggrolites/The Aggrolites/11 - The Aggrolites - Sound Of Bombshell.mp3,The Aggrolites,Sound Of Bombshell,2006,""
The Aggrolites/The Aggrolites/07 - The Aggrolites - Death At Ten Paces.mp3,The Aggrolites,Death At Ten Paces,2006,""
The Aggrolites/The Aggrolites/09 - The Aggrolites - The Volcano.mp3,The Aggrolites,The Volcano,2006,""
The Aggrolites/The Aggrolites/16 - The Aggrolites - Love Isn't Love.mp3,The Aggrolites,Love Isn't Love,2006,""
The Aggrolites/The Aggrolites/15 - The Aggrolites - Prisoner Song.mp3,The Aggrolites,Prisoner Song,2006,""
The Aggrolites/The Aggrolites/13 - The Aggrolites - 5 Deadly Venoms.mp3,The Aggrolites,5 Deadly Venoms,2006,""
The Aggrolites/The Aggrolites/14 - The Aggrolites - Grave Digger.mp3,The Aggrolites,Grave Digger,2006,""
The Aggrolites/The Aggrolites/19 - The Aggrolites - A.G.G.R.O.mp3,The Aggrolites,A.G.G.R.O,2006,""
The Aggrolites/The Aggrolites/10 - The Aggrolites - Heavier Than Lead.mp3,The Aggrolites,Heavier Than Lead,2006,""
The Aggrolites/The Aggrolites/12 - The Aggrolites - Fury Now.mp3,The Aggrolites,Fury Now,2006,""
The Aggrolites/The Aggrolites/17 - The Aggrolites - Sound By The Pound.mp3,The Aggrolites,Sound By The Pound,2006,""
The Aggrolites/The Aggrolites/05 - The Aggrolites - Countryman Fiddle.mp3,The Aggrolites,Countryman Fiddle,2006,""
Raffi/One Light One Sun/13 Walk Outside.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/12 Somewhere in the World.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/03 Take Me Out to the Ball Game.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/05 Fais Do Do.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/14 De Colores.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/09 Down on Grandpa's Farm.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/10 The Bowling Song.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/02 Apples and Bananas.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/04 Octopus's Garden.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/07 Riding in an Airplane.mp3,Raffi,"",1996,Other
"Raffi/One Light One Sun/15 Twinkle, Twinkle Little Star.mp3",Raffi,"",1996,Other
Raffi/One Light One Sun/08 Like Me and You.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/11 Tingalayo.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/01 Time to Sing.mp3,Raffi,"",1996,Other
Raffi/One Light One Sun/06 In My Garden.mp3,Raffi,"",1996,Other
Raffi/Rise and Shine/05 Daniel.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/15 Ducks Like Rain.mp3,Raffi,"",1982,Other
"Raffi/Rise and Shine/13 Tête, Epaules.mp3",Raffi,"",1982,Other
Raffi/Rise and Shine/10 Something in My Shoe.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/08 Big Beautiful Planet.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/07 He's Got the Whole World.mp3,Raffi,"",1982,Other
"Raffi/Rise and Shine/16 Row, Row, Row.mp3",Raffi,"",1982,Other
Raffi/Rise and Shine/09 I'm in the Mood.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/04 Wheels on the Bus.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/17 This Little Light of Mine.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/11 Michaud.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/06 Five Little Ducks.mp3,Raffi,"",1982,Other
"Raffi/Rise and Shine/02 Walk, Walk, Walk.mp3",Raffi,"",1982,Other
Raffi/Rise and Shine/18 Day-O.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/12 Nursery Rhymer Instrumental.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/03 Thumbelina.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/01 Rise and Shine.mp3,Raffi,"",1982,Other
Raffi/Rise and Shine/14 Let's Do the Numbers Rumba.mp3,Raffi,"",1982,Other
Raffi/Singable Songs for the Very Young/13 Going to the Zoo.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/09 Must Be Santa.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/12 Baa Baa Black Sheep.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/15 Peanut Butter Sandwich.mp3,Raffi,Peanut Butter Sandwich,1976,Other
Raffi/Singable Songs for the Very Young/18 Mr. Sun.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/04 Robin in the Rain.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/06 I Wonder If I'm Growing.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/14 My Dreydel.mp3,Raffi,"","",Other
Raffi/Singable Songs for the Very Young/10 Willoughby Wallaby Woo.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/11 Spider on the Floor.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/08 Bumping Up and Down.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/03 Brush Your Teeth.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/02 Down by the Bay.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/01 The More We Get Together.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/16 Five Little Pumpkins.mp3,Raffi,"","",Other
Raffi/Singable Songs for the Very Young/17 The Sharing Song.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/05 Five Little Frogs.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/07 Aikendrum.mp3,Raffi,"",1976,Other
Raffi/Singable Songs for the Very Young/19 Old MacDonald Had a Band.mp3,Raffi,"",1976,Other
Raffi/Corner Grocery Store and Other Singable Songs/09 Les Zombis et Les Loups-Garous.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/08 My Way Home.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/15 Y a un Rat (There's a Rat) -Sur le Pont d'Avignon (On the Bridge ...).mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/16 Going on a Picnic.mp3,Raffi,"",1979,Other
"Raffi/Corner Grocery Store and Other Singable Songs/05 Cluck, Cluck, Red Hen.mp3",Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/07 Here Sits a Monkey.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/18 Goodnight Irene.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/11 Anansi.mp3,Raffi,"",1979,Other
"Raffi/Corner Grocery Store and Other Singable Songs/10 Swing Low, Sweet Chariot.mp3",Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/02 Pick a Bale of Cotton.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/12 The Corner Grocery Store.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/03 Frère Jacques.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/14 Popcorn.mp3,Raffi,"","",Other
Raffi/Corner Grocery Store and Other Singable Songs/04 There Came a Girl from France.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/17 Rock-A-Bye Baby.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/13 Jig Along Home.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/06 Boom Boom.mp3,Raffi,"",1979,Other
Raffi/Corner Grocery Store and Other Singable Songs/01 You'll Sing a Song and I'll Sing a Song.mp3,Raffi,"",1979,Other
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 13 - Sufferin' In The Land.mp3,Jimmy Cliff,Sufferin' In The Land,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 17 - Comer Into My Life.mp3,Jimmy Cliff,Comer Into My Life,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 10 - Fundamental Reggay.mp3,Jimmy Cliff,Fundamental Reggay,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 03 - My Love Is Solid As A Rock.mp3,Jimmy Cliff,My Love Is Solid As A Rock,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 01 - Vietnam.mp3,Jimmy Cliff,Vietnam,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 16 - Every Tub.mp3,Jimmy Cliff,Every Tub,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 04 - Don't Let It Die.mp3,Jimmy Cliff,Don't Let It Die,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 08 - My People.mp3,Jimmy Cliff,My People,1993,Reggae
"Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 14 - Under The Sun, Moon And Stars.mp3",Jimmy Cliff,"Under The Sun, Moon And Stars",1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 19 - I've Been Dead 400 Years.mp3,Jimmy Cliff,I've Been Dead 400 Years,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 05 - Many Rivers To Cross.mp3,Jimmy Cliff,Many Rivers To Cross,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 18 - Oh Jamaica.mp3,Jimmy Cliff,Oh Jamaica,1993,Reggae
"Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 20 - Give A Little, Take A Little.mp3",Jimmy Cliff,"Give A Little, Take A Little",1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 12 - Actions Speak Louder Than Words.mp3,Jimmy Cliff,Actions Speak Louder Than Word,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 02 - Born To Win.mp3,Jimmy Cliff,Born To Win,1993,Reggae
"Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 09 - Wonderful World, Beautiful People.mp3",Jimmy Cliff,"Wonderful World, Beautiful Peo",1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 11 - I Want To Know.mp3,Jimmy Cliff,I Want To Know,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 06 - On My Life.mp3,Jimmy Cliff,On My Life,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 07 - Music Maker.mp3,Jimmy Cliff,Music Maker,1993,Reggae
Jimmy Cliff/Jimmy Cliff - The Best Of/Jimmy Cliff 15 - House Of Exile.mp3,Jimmy Cliff,House Of Exile,1993,Reggae
Jeff Beck/Jeff Beck  - Loud Hailer  2016/03. Pull It.mp3,Jeff Beck,Pull It,2016,""
Jeff Beck/Jeff Beck  - Loud Hailer  2016/11. Shrine.mp3,Jeff Beck,Shrine,2016,""
Jeff Beck/Jeff Beck  - Loud Hailer  2016/04. Thugs Club.mp3,Jeff Beck,Thugs Club,2016,""
