file,artist,title,year,genre
Various Artists/2005/2005-098 Faith Hill - Mississippi Girl.mp3,Faith Hill,Mississippi Girl,2005,Other
Various Artists/2005/2005-054 Usher & Alicia Keys - My Boo.mp3,Usher & Alicia Keys,My Boo,2005,Other
Various Artists/2005/2005-096 Gavin DeGraw - Chariot.mp3,Gavin DeGraw,Chariot,2005,Other
Various Artists/2005/2005-088 Sean Paul - We Be Burnin'.mp3,Sean Paul,We Be Burnin',2005,Other
Various Artists/2005/2005-100 Webbie Featuring Bun B - Give Me That.mp3,Webbie Featuring Bun B,Give Me That,2005,Other
Various Artists/2005/2005-075 Jesse McCartney - Beautiful Soul.mp3,Jesse McCartney,Beautiful Soul,2005,Other
Various Artists/2005/2005-007 Green Day - Boulevard Of Broken Dreams.mp3,Green Day,Boulevard Of Broken Dreams,2005,Other
Various Artists/2005/2005-031 Gwen Stefani Featuring Eve - Rich Girl.mp3,Gwen Stefani Featuring Eve,Rich Girl,2005,Other
Various Artists/2005/2005-052 Young Jeezy Featuring Akon - Soul Survivor.mp3,Young Jeezy Featuring Akon,Soul Survivor,2005,Other
Various Artists/2005/2005-070 Natalie - Goin' Crazy.mp3,Natalie,Goin' Crazy,2005,Other
Various Artists/2005/2005-083 John Mayer - Daughters.mp3,John Mayer,Daughters,2005,Other
Various Artists/2005/2005-093 Jay-Z;Linkin Park - Numb;Encore.mp3,Jay-Z,Numb/Encore,2005,Other
Various Artists/2005/2005-001 Mariah Carey - We Belong Together.mp3,Mariah Carey,We Belong Together,2005,Other
Various Artists/2005/2005-002 Gwen Stefani - Hollaback Girl.mp3,Gwen Stefani,Hollaback Girl,2005,Other
Various Artists/2005/2005-037 Gorillaz - Feel Good Inc.mp3,Gorillaz,Feel Good Inc,2005,Other
Various Artists/2005/2005-067 Amerie - 1 Thing.mp3,Amerie,1 Thing,2005,Other
Various Artists/2005/2005-025 Lil Jon & The East Side Boyz Featuring Usher & Ludacris - Lovers & Friends.mp3,Lil Jon & The East Side Boyz F,Lovers & Friends,2005,Other
Various Artists/2005/2005-077 Ludacris - Get Back.mp3,Ludacris,Get Back,2005,Other
Various Artists/2005/2005-044 Akon - Lonely.mp3,Akon,Lonely,2005,Other
Various Artists/2005/2005-085 Brooke Valentine Featuring Lil Jon & Big Boi - Girlfight.mp3,Brooke Valentine Featuring Lil,Girlfight,2005,Other
Various Artists/2005/2005-006 Kanye West Featuring Jamie Foxx - Gold Digger.mp3,Kanye West Featuring Jamie Fox,Gold Digger,2005,Other
Various Artists/2005/2005-042 Chris Brown - Run It!.mp3,Chris Brown,Run It!,2005,Other
Various Artists/2005/2005-013 The Black Eyed Peas - Don't Phunk With My Heart.mp3,The Black Eyed Peas,Don't Phunk With My Heart,2005,Other
Various Artists/2005/2005-015 Mariah Carey - Shake It Off.mp3,Mariah Carey,Shake It Off,2005,Other
Various Artists/2005/2005-036 Papa Roach - Scars.mp3,Papa Roach,Scars,2005,Other
Various Artists/2005/2005-028 Will Smith - Switch.mp3,Will Smith,Switch,2005,Other
Various Artists/2005/2005-021 Ciara Featuring Ludacris - Oh.mp3,Ciara Featuring Ludacris,Oh,2005,Other
Various Artists/2005/2005-068 Foo Fighters - Best Of You.mp3,Foo Fighters,Best Of You,2005,Other
Various Artists/2005/2005-019 The Game Featuring 50 Cent - How We Do.mp3,The Game Featuring 50 Cent,How We Do,2005,Other
Various Artists/2005/2005-072 Kelly Clarkson - Because Of You.mp3,Kelly Clarkson,Because Of You,2005,Other
"Various Artists/2005/2005-040 Fall Out Boy - Sugar, We're Goin' Down.mp3",Fall Out Boy,"Sugar, We're Goin' Down",2005,Other
Various Artists/2005/2005-063 Ying Yang Twins - Wait (The Whisper Song).mp3,Ying Yang Twins,Wait (The Whisper Song),2005,Other
Various Artists/2005/2005-045 Howie Day - Collide.mp3,Howie Day,Collide,2005,Other
Various Artists/2005/2005-043 Nickelback - Photograph.mp3,Nickelback,Photograph,2005,Other
Various Artists/2005/2005-009 The Pussycat Dolls Featuring Busta Rhymes - Don't Cha.mp3,The Pussycat Dolls Featuring B,Don't Cha,2005,Other
Various Artists/2005/2005-032 The Black Eyed Peas - My Humps.mp3,The Black Eyed Peas,My Humps,2005,Other
Various Artists/2005/2005-086 Destiny's Child - Lose My Breath.mp3,Destiny's Child,Lose My Breath,2005,Other
Various Artists/2005/2005-020 Weezer - Beverly Hills.mp3,Weezer,Beverly Hills,2005,Other
Various Artists/2005/2005-097 112 Featuring Foxy Brown - U Already Know.mp3,112 Featuring Foxy Brown,U Already Know,2005,Other
Various Artists/2005/2005-012 Lifehouse - You and Me.mp3,Lifehouse,You and Me,2005,Other
Various Artists/2005/2005-091 Omarion - O.mp3,Omarion,O,2005,Other
Various Artists/2005/2005-034 Usher - Caught Up.mp3,Usher,Caught Up,2005,Other
Various Artists/2005/2005-047 Bobby Valentino - Slow Down.mp3,Bobby Valentino,Slow Down,2005,Other
Various Artists/Once (2006 Movie) Original Soundtrack/14 And the Healing Has Begun [-].mp3,Glen Hansard,And the Healing Has Begun [*],2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/05 Lies.mp3,Glen Hansard/Marketa Irglova,Lies,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/10 Trying to Pull Myself Away.mp3,Glen Hansard,Trying to Pull Myself Away,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/04 When Your Mind's Made Up.mp3,Glen Hansard/Marketa Irglova,When Your Mind's Made Up,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/11 All the Way Down.mp3,Glen Hansard,All the Way Down,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/01 Falling Slowly.mp3,Glen Hansard/Marketa Irglova,Falling Slowly,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/03 Broken Hearted Hoover Fixer Sucker Guy.mp3,Glen Hansard,Broken Hearted Hoover Fixer Su,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/15 Into the Mystic [-].mp3,Glen Hansard/Marketa Irglova,Into the Mystic [*],2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/08 Fallen from the Sky.mp3,Glen Hansard,Fallen from the Sky,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/12 Once.mp3,Glen Hansard/Marketa Irglova,Once,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/02 If You Want Me.mp3,Glen Hansard/Marketa Irglova,If You Want Me,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/09 Leave.mp3,Glen Hansard,Leave,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/06 Gold.mp3,Interference,Gold,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/07 The Hill.mp3,Marketa Irglova,The Hill,2007,Other
Various Artists/Once (2006 Movie) Original Soundtrack/13 Say It to Me Now.mp3,Glen Hansard,Say It to Me Now,2007,Other
Various Artists/1970/1970-003 Guess Who - No Sugar Tonight.mp3,Guess Who,No Sugar Tonight,1970,Other
Various Artists/1970/1970-044 Eddie Holman - Hey There Lonely Girl.mp3,Eddie Holman,Hey There Lonely Girl,1970,Pop
Various Artists/1970/1970-084 100 Proof Aged In Soul - Somebody's Been Sleeping.mp3,100 Proof Aged In Soul,Somebody's Been Sleeping,1970,Soul
Various Artists/1970/1970-030 Sugarloaf - Green Eyed Lady.mp3,Sugarloaf,Green Eyed Lady,1970,Other
Various Artists/1970/1970-023 Melanie With The Edwin Hawkins Singers - Lay Down (Candles In The Rain).mp3,Melanie With The Edwin Hawkins,Lay Down (Candles In The Rain),1970,Pop
Various Artists/1970/1970-100 Aretha Franklin - Call Me.mp3,Aretha Franklin,Call Me,1970,Other
Various Artists/1970/1970-057 Charles Wright & The Watts 103rd Street Rhythm Band - Express Yourself.mp3,Charles Wright & The Watts 103,Express Yourself,1970,Pop
Various Artists/1970/1970-006 Diana Ross - Ain't No Mountain High Enough.mp3,Diana Ross,Ain't No Mountain High Enough,1970,R&B
Various Artists/1970/1970-010 Freda Payne - Band Of Gold.mp3,Freda Payne,Band Of Gold,1970,Pop
"Various Artists/1970/1970-029 Bobby Sherman - Julie, Do Ya Love Me.mp3",Bobby Sherman,"Julie, Do Ya Love Me",1970,Pop
Various Artists/1970/1970-096 New Seekers - Look What They've Done To My Song Ma.mp3,New Seekers,Look What They've Done To My S,1970,Pop
Various Artists/1970/1970-090 Sandpipers - Come Saturday Morning.mp3,Sandpipers,Come Saturday Morning,1970,Pop
Various Artists/1970/1970-021 Five Stairsteps & Cubie - O-O-O-H Child.mp3,Five Stairsteps & Cubie,O-O-O-H Child,1970,Pop
"Various Artists/1970/1970-047 Alive and Kicking - Tighter, Tighter.mp3",Alive and Kicking,"Tighter, Tighter",1970,Pop
Various Artists/1970/1970-080 Joe Cocker - The Letter.mp3,Joe Cocker,The Letter,1970,Rock
Various Artists/1970/1970-014 Vanity Fair - Hitchin' A Ride.mp3,Vanity Fair,Hitchin' A Ride,1970,Pop
Various Artists/1970/1970-076 Spinners - It's A Shame.mp3,Spinners,It's A Shame,1970,R&B
Various Artists/1970/1970-019 Sly And The Family Stone - Everybody Is A Star.mp3,Sly And The Family Stone,Everybody Is A Star,1970,Other
Various Artists/1970/1970-083 Christie - Yellow River.mp3,Christie,Yellow River,1970,Rock
Various Artists/1970/1970-098 BB King - The Thrill Is  Gone.mp3,BB King,The Thrill Is  Gone,1970,Blues
Various Artists/1970/1970-012 Ray Stevens - Everything Is Beautiful.mp3,Ray Stevens,Everything Is Beautiful,1970,Pop
Various Artists/1970/1970-077 Bobbi Martin - For the Love of Him.mp3,Bobbi Martin,For the Love of Him,1970,Pop
Various Artists/1970/1970-092 Tom Jones - Without Love (There Is Nothing).mp3,Tom Jones,Without Love (There Is Nothing,1970,Pop
Various Artists/1970/1970-072 Elvis Presley - Wonder Of You.mp3,Elvis Presley,Wonder Of You,1970,Pop
Various Artists/1970/1970-050 Charles Wright & The Watts 103rd Street Rhythm Band - Love Land.mp3,Charles Wright & The Watts 103,Love Land,1970,Pop
Various Artists/1970/1970-033 Shocking Blue - Venus.mp3,Shocking Blue,Venus,1970,Pop
Various Artists/1970/1970-058 Four Tops - Still Water (Love).mp3,Four Tops,Still Water (Love),1970,R&B
Various Artists/1970/1970-094 Crosby Stills Nash And Young - Woodstock.mp3,Crosby Stills Nash And Young,Woodstock,1970,Rock
Various Artists/1970/1970-070 Guess Who - No Time.mp3,Guess Who,No Time,1970,Rock
Various Artists/1970/1970-037 Brook Benton - Rainy Night In Georgia.mp3,Brook Benton,Rainy Night In Georgia,1970,Pop
Various Artists/1970/1970-048 Badfinger - Come And Get It.mp3,Badfinger,Come And Get It,1970,Rock
Various Artists/1970/1970-041 Beatles - For You Blue.mp3,Beatles,For You Blue,1970,Pop
Various Artists/1970/1970-032 Blues Image - Ride Captain Ride.mp3,Blues Image,Ride Captain Ride,1970,Pop
Various Artists/1970/1970-052 Kinks - Lola.mp3,Kinks,Lola,1970,Rock
Various Artists/1970/1970-064 Brotherhood Of Man - United We Stand.mp3,Brotherhood Of Man,United We Stand,1970,Pop
Various Artists/1970/1970-004 B.J. Thomas - Raindrops Keep Fallin' On My Head.mp3,B.J. Thomas,Raindrops Keep Fallin' On My H,1970,Pop
Various Artists/1970/1970-053 Mungo Jerry - In The Summertime.mp3,Mungo Jerry,In The Summertime,1970,Pop
Various Artists/1970/1970-018 Tony Orlando & Dawn - Candida.mp3,Tony Orlando & Dawn,Candida,1970,Pop
Various Artists/1970/1970-042 Anne Murray - Snowbird.mp3,Anne Murray,Snowbird,1970,Country
"Various Artists/1970/1970-046 Hollies - He Ain't Heavy, He's My Brother.mp3",Hollies,"He Ain't Heavy, He's My Brothe",1970,Pop
Various Artists/1970/1970-036 Creedence Clearwater Revival - Lookin' Out My Back Door.mp3,Creedence Clearwater Revival,Lookin' Out My Back Door,1970,Rock
Various Artists/1970/1970-088 Supremes - Up The Ladder To The Roof.mp3,Supremes,Up The Ladder To The Roof,1970,R&B
Various Artists/1970/1970-093 Pacific Gas & Electric - Are You Ready.mp3,Pacific Gas & Electric,Are You Ready,1970,R&B
Various Artists/1970/1970-069 Santana - Evil Ways.mp3,Santana,Evil Ways,1970,Rock
"Various Artists/1970/1970-031 Stevie Wonder - Signed, Sealed, Delivered.mp3",Stevie Wonder,"Signed, Sealed, Delivered",1970,Pop
Various Artists/1970/1970-049 Simon & Garfunkel - Cecilia.mp3,Simon & Garfunkel,Cecilia,1970,Pop
Various Artists/1970/1970-016 Jackson 5 - I Found That Girl.mp3,Jackson 5,I Found That Girl,1970,Pop
Various Artists/1970/1970-022 Norman Greenbaum - Spirit In The Sky.mp3,Norman Greenbaum,Spirit In The Sky,1970,Rock
Various Artists/1970/1970-001 Simon & Garfunkel - Bridge Over Troubled Water.mp3,Simon & Garfunkel,Bridge Over Troubled Water,1970,Pop
Various Artists/1970/1970-013 Bread - Make It With You.mp3,Bread,Make It With You,1970,Pop
Various Artists/1970/1970-086 Pipkins - Gimme Dat Ding.mp3,Pipkins,Gimme Dat Ding,1970,R&B
Various Artists/1970/1970-079 Ike And Tina Turner - I Want To Take You Higher.mp3,Ike And Tina Turner,I Want To Take You Higher,1970,Rock
Various Artists/1970/1970-082 Originals - The Bells.mp3,Originals,The Bells,1970,Pop
Various Artists/1970/1970-028 Jackson 5 - I Want You Back.mp3,Jackson 5,I Want You Back,1970,R&B
Various Artists/1970/1970-099 Glen Campbell - It's Only Make Believe.mp3,Glen Campbell,It's Only Make Believe,1970,Pop
Various Artists/1970/1970-097 Joe South - Walk A Mile In My Shoes.mp3,Joe South,Walk A Mile In My Shoes,1970,Country
Various Artists/1970/1970-043 Marmalade - Reflections Of My Life.mp3,Marmalade,Reflections Of My Life,1970,R&B
Various Artists/1970/1970-019 Sly And The Family Stone - Thank You (For Lettin' Me Be Myself Again).mp3,Sly And The Family Stone,Thank You (For Lettin' Me Be M,1970,Funk
Various Artists/1970/1970-017 Neil Diamond - Cracklin' Rosie.mp3,Neil Diamond,Cracklin' Rosie,1970,Pop
Various Artists/1970/1970-034 John Lennon - Instant Karma (We All Shine On).mp3,John Lennon,Instant Karma (We All Shine On,1970,Pop
Various Artists/1970/1970-073 Creedence Clearwater Revival - Up Around The Bend.mp3,Creedence Clearwater Revival,Up Around The Bend,1970,Rock
Various Artists/1970/1970-039 Chairmen Of The Board - Give Me Just A Little More Time.mp3,Chairmen Of The Board,Give Me Just A Little More Tim,1970,Pop
Various Artists/1970/1970-074 Ronnie Dyson - (If You Let Me Make Love To You Then) Why Can't I Touch You.mp3,Ronnie Dyson,(If You Let Me Make Love To Yo,1970,Pop
Various Artists/1970/1970-015 Jackson 5 - ABC.mp3,Jackson 5,ABC,1970,R&B
Various Artists/1970/1970-087 Robin McNamara - Lay A Little Lovin' On Me.mp3,Robin McNamara,Lay A Little Lovin' On Me,1970,Pop
Various Artists/1970/1970-095 Dionne  Warwick - I'll Never Fall In Love Again.mp3,Dionne  Warwick,I'll Never Fall In Love Again,1970,Pop
Various Artists/1970/1970-061 Chicago - 25 Or 6 To 4.mp3,Chicago,25 Or 6 To 4,1970,Pop
Various Artists/1970/1970-065 Carpenters - We've Only Just Begun.mp3,Carpenters,We've Only Just Begun,1970,Pop
Various Artists/1970/1970-008 Rare Earth - Get Ready.mp3,Rare Earth,Get Ready,1970,Rock
Various Artists/1970/1970-025 Moments - Love On A Two Way Street.mp3,Moments,Love On A Two Way Street,1970,Pop
Various Artists/1970/1970-009 Beatles - Let It Be.mp3,Beatles,Let It Be,1970,Pop
Various Artists/1970/1970-026 Poppy Family - Which Way You Goin' Billy.mp3,Poppy Family,Which Way You Goin' Billy,1970,Pop
Various Artists/1970/1970-040 Edison Lighthouse - Love Grows (Where My Rosemary Goes).mp3,Edison Lighthouse,Love Grows (Where My Rosemary,1970,Pop
Various Artists/1970/1970-072 Elvis Presley - Mama Liked The Roses.mp3,Elvis Presley,Mama Liked The Roses,1970,Pop
Various Artists/1970/1970-036 Creedence Clearwater Revival - Long As I Can See The Light.mp3,Creedence Clearwater Revival,Long As I Can See The Light,1970,Rock
Various Artists/1970/1970-062 White Plains - My Baby Loves Lovin'.mp3,White Plains,My Baby Loves Lovin',1970,Pop
Various Artists/1970/1970-063 Friends Of Distinction - Love Or Let Me Be Lonely.mp3,Friends Of Distinction,Love Or Let Me Be Lonely,1970,Pop
Various Artists/1970/1970-091 Temptations - Psychedelic Shack.mp3,Temptations,Psychedelic Shack,1970,Soul
Various Artists/1970/1970-021 Five Stairsteps & Cubie - Dear Prudence.mp3,Five Stairsteps & Cubie,Dear Prudence,1970,Rock
Various Artists/1970/1970-024 Temptations - Ball Of Confusion (That's What The World Is Today).mp3,Temptations,Ball Of Confusion (That's What,1970,R&B
Various Artists/1970/1970-089 Creedence Clearwater Revival - Travelin' Band.mp3,Creedence Clearwater Revival,Travelin' Band,1970,Rock
Various Artists/1970/1970-060 Frijid Pink - House Of The Risng Sun.mp3,Frijid Pink,House Of The Risng Sun,1970,Rock
Various Artists/1970/1970-081 Tee Set - Ma Belle Amie.mp3,Tee Set,Ma Belle Amie,1970,Pop
Various Artists/1970/1970-085 Ides Of March - Vehicle.mp3,Ides Of March,Vehicle,1970,R&B
"Various Artists/1970/1970-056 Bobby Sherman - Easy Come, Easy Go.mp3",Bobby Sherman,"Easy Come, Easy Go",1970,Pop
Various Artists/1970/1970-002 Carpenters - (They Long To Be) Close To You.mp3,Carpenters,(They Long To Be) Close To You,1970,Pop
Various Artists/1970/1970-041 Beatles - The Long And Winding Road.mp3,Beatles,The Long And Winding Road,1970,Pop
Various Artists/1970/1970-020 Eric Burdon & War - Spill The Wine.mp3,Eric Burdon & War,Spill The Wine,1970,Rock
Various Artists/1970/1970-054 R. Dean Taylor - Indiana Wants Me.mp3,R. Dean Taylor,Indiana Wants Me,1970,Pop
Various Artists/1970/1970-051 Tyrone Davis - Turn Back The Hands Of Time.mp3,Tyrone Davis,Turn Back The Hands Of Time,1970,R&B
Various Artists/1970/1970-066 Mark Lindsay - Arizona.mp3,Mark Lindsay,Arizona,1970,Pop
Various Artists/1970/1970-045 Jaggerz - The Rapper.mp3,Jaggerz,The Rapper,1970,Pop
Various Artists/1970/1970-035 Clarence Carter - Patches.mp3,Clarence Carter,Patches,1970,Country
Various Artists/1970/1970-073 Creedence Clearwater Revival - Run Through The Jungle.mp3,Creedence Clearwater Revival,Run Through The Jungle,1970,Rock
Various Artists/1970/1970-027 Free - All Right Now.mp3,Free,All Right Now,1970,Rock
Various Artists/1970/1970-016 Jackson 5 - Love You Save.mp3,Jackson 5,Love You Save,1970,Pop
Various Artists/1970/1970-075 BJ Thomas - Just Can't Help Believing.mp3,BJ Thomas,Just Can't Help Believing,1970,Pop
Various Artists/1970/1970-038 Kenny Rogers & The First Edition - Something's Burning.mp3,Kenny Rogers & The First Editi,Something's Burning,1970,Country
Various Artists/1970/1970-068 Gene Chandler - Groovy Situation.mp3,Gene Chandler,Groovy Situation,1970,Pop
Various Artists/1970/1970-007 Jackson 5 - I'll Be There.mp3,Jackson 5,I'll Be There,1970,R&B
Various Artists/1970/1970-071 Delfonics - Didn't I (Blow Your Mind This Time).mp3,Delfonics,Didn't I (Blow Your Mind This,1970,Pop
Various Artists/1970/1970-011 Three Dog Night - Mama Told Me (Not To Come).mp3,Three Dog Night,Mama Told Me (Not To Come),1970,Rock
Various Artists/1970/1970-059 Chicago - Make Me Smile.mp3,Chicago,Make Me Smile,1970,Pop
Various Artists/1970/1970-089 Creedence Clearwater Revival - Who'll Stop The Rain.mp3,Creedence Clearwater Revival,Who'll Stop The Rain,1970,Rock
Various Artists/1970/1970-003 Guess Who - American Woman.mp3,Guess Who,American Woman,1970,Rock
Various Artists/1970/1970-067 James Taylor - Fire And Rain.mp3,James Taylor,Fire And Rain,1970,Pop
Various Artists/1970/1970-055 Rare Earth - (I Know) I'm Losing you.mp3,Rare Earth,(I Know) I'm Losing you,1970,Rock
Various Artists/1970/1970-005 Edwin Starr - War.mp3,Edwin Starr,War,1970,Rock
Various Artists/1970/1970-078 Mountain - Mississippi Queen.mp3,Mountain,Mississippi Queen,1970,Rock
Various Artists/1990/90_03 Sinead O'Connor - Nothing Compares 2 U.mp3,"","","",""
Various Artists/1990/90_91 Aerosmith - What It Takes.mp3,"","","",""
Various Artists/1990/90_98 Prince - Thieves In The Temple.mp3,"","","",""
Various Artists/1990/90_09 Billy Idol - Cradle Of Love.mp3,"","","",""
Various Artists/1990/90_58 Phil Collins - Something Happened On The Way To Heaven.mp3,"","","",""
Various Artists/1990/90_76 Mariah Carey - Love Takes Time.mp3,"","","",""
Various Artists/1990/90_46 Milli Vanilli - Blame It On The Rain.mp3,"","","",""
Various Artists/1990/90_90 New Kids On The Block - This One's For The Children.mp3,"","","",""
Various Artists/1990/90_92 KISS - Forever.mp3,"","","",""
Various Artists/1990/90_93 Time - Jerk Out.mp3,"","","",""
Various Artists/1990/90_86 Paula Abdul - (It's Just) The Way That You Love Me.mp3,"","","",""
Various Artists/1990/90_25 Sweet Sensation - If Wishes Came True.mp3,"","","",""
Various Artists/1990/90_14 Paula Abdul - Opposites Attract.mp3,"","","",""
Various Artists/1990/90_59 Janet Jackson - Black Cat.mp3,"","","",""
Various Artists/1990/90_42 Soul II Soul - Back To Life.mp3,"","","",""
Various Artists/1990/90_57 Lou Gramm - Just Between You and Me.mp3,"","","",""
Various Artists/1990/90_77 Cher - Just like Jesse James.mp3,"","","",""
Various Artists/1990/90_10 Jon Bon Jovi - Blaze of Glory.mp3,"","","",""
Various Artists/1990/90_75 Faith No More - Epic.mp3,"","","",""
Various Artists/1990/90_34 Roxette - Dangerous.mp3,"","","",""
Various Artists/1990/90_28 Taylor Dayne - Love Will Lead You Back.mp3,"","","",""
Various Artists/1990/90_78 The B-52's - Love Shack.mp3,"","","",""
Various Artists/1990/90_68 Bad English - Price of Love.mp3,"","","",""
Various Artists/1990/90_47 M.C. Hammer - Have You Seen Her.mp3,"","","",""
Various Artists/1990/90_60 After 7 - Can't Stop.mp3,"","","",""
Various Artists/1990/90_74 Gloria Estefan - Here We Are.mp3,Gloria Estefan,Here We Are,1990,Pop
Various Artists/1990/90_95 Ai'me Lorain - Whole Wide World.mp3,"","","",""
Various Artists/1990/90_89 Keith Sweat - Make You Sweat.mp3,"","","",""
Various Artists/1990/90_02 Roxette - It Must Have Been Love.mp3,"","","",""
Various Artists/1990/90_81 Black Box - Everybody Everybody.mp3,"","","",""
Various Artists/1990/90_13 Technotronic - Pump Up The Jam.mp3,"","","",""
Various Artists/1990/90_55 M.C. Hammer - U Can't Touch This.mp3,"","","",""
Various Artists/1990/90_64 Tom Petty - Free Fallin'.mp3,"","","",""
Various Artists/1990/90_12 Michael Bolton - How Am I Supposed to Live Without You.mp3,"","","",""
Various Artists/1990/90_70 Go West - King Of Wishful Thinking.mp3,"","","",""
Various Artists/1990/90_39 Tommy Page - I'll Be Your Everything.mp3,"","","",""
Various Artists/1990/90_07 Phil Collins - Another Day In Paradise.mp3,Phil Collins,Another Day In Paradise,1990,Pop
Various Artists/1990/90_96 Motley Crue - Without You.mp3,"","","",""
Various Artists/1990/90_27 Nelson - (Can't Live Without Your) Love and Affection.mp3,"","","",""
Various Artists/1990/90_A100 Kyper - Tic Tac Toe.mp3,"","","",""
Various Artists/1990/90_37 Rod Stewart - Downtown Train.mp3,"","","",""
Various Artists/1990/90_40 The B-52's - Roam.mp3,"","","",""
Various Artists/1990/90_43 Luther Vandross - Here and Now.mp3,"","","",""
Various Artists/1990/90_61 Aerosmith - Janie's Got A Gun.mp3,"","","",""
Various Artists/1990/90_82 Billy Joel - I Go To Extremes.mp3,"","","",""
Various Artists/1990/90_41 Jody Watley - Everything.mp3,"","","",""
Various Artists/1990/90_22 Calloway - I Wanna Be Rich.mp3,"","","",""
Various Artists/1990/90_72 Skid Row - I Remember You.mp3,"","","",""
Various Artists/1990/90_01 Wilson Phillips - Hold On.mp3,"","","",""
Various Artists/1990/90_67 Tesla - Love Song.mp3,"","","",""
Various Artists/1990/90_26 Snap - The Power.mp3,"","","",""
Various Artists/1990/90_20 Linda Ronstadt and Aaron Neville - Don't Know Much.mp3,"","","",""
Various Artists/1990/90_69 Tyler Collins - Girls Nite Out.mp3,"","","",""
Various Artists/1990/90_30 Seduction - Two To Make It Right.mp3,"","","",""
Various Artists/1990/90_31 Linear - Sending All My Love.mp3,"","","",""
Various Artists/1990/90_79 Milli Vanilli - All Or Nothing.mp3,"","","",""
Various Artists/1990/90_71 Chicago - What Kind Of Man Would I Be.mp3,"","","",""
Various Artists/1990/90_17 Maxi Priest - Close To You.mp3,"","","",""
Various Artists/1990/90_32 Poison - Unskinny Bop.mp3,"","","",""
Various Artists/1990/90_99 Mellow Man Ace - Mentirosa.mp3,"","","",""
Various Artists/1990/90_88 Michael Bolton - When I'm Back On My Feet Again.mp3,"","","",""
Various Artists/1990/90_16 Heart - All I Wanna Do Is Make Love To You.mp3,"","","",""
Various Artists/1990/90_48 Taylor Dayne - With Every Beat Of My Heart.mp3,"","","",""
Various Artists/1990/90_62 Digital Underground - The Humpty Dance.mp3,"","","",""
Various Artists/1990/90_52 Michael Bolton - How Can We Be Lovers.mp3,"","","",""
Various Artists/1990/90_85 D-Mob with Cathy Dennis - C'Mon And Get My Love.mp3,"","","",""
Various Artists/1990/90_33 New Kids On The Block - Step By Step.mp3,"","","",""
Various Artists/1990/90_50 Michel'le - No More Lies.mp3,Michel'le,No More Lies,1990,Pop
Various Artists/1990/90_83 Babyface - Whip Appeal.mp3,"","","",""
Various Artists/1990/90_15 Janet Jackson - Escapade.mp3,"","","",""
Various Artists/1990/90_49 Janet Jackson - Come Back to Me.mp3,"","","",""
Various Artists/1990/90_65 Pebbles - Giving You The Benefit .mp3,"","","",""
Various Artists/1990/90_23 Johnny Gill - Rub You The Right Way.mp3,"","","",""
Various Artists/1990/90_06 Mariah Carey - Vision Of Love.mp3,"","","",""
Various Artists/1990/90_45 Vanilla Ice - Ice Ice Baby.mp3,"","","",""
Various Artists/1990/90_21 Lisa Stansfield - All Around The World.mp3,"","","",""
Various Artists/1990/90_63 Taylor Dayne - I'll Be Your Shelter.mp3,"","","",""
Various Artists/1990/90_94 Biz Markie - Just A Friend.mp3,"","","",""
Various Artists/1990/90_29 Jane Child - Don't Wanna Fall In Love.mp3,Jane Child,Don't Wanna Fall In Love,1990,Pop
Various Artists/1990/90_36 James Ingram - I Don't Have The Heart.mp3,"","","",""
Various Artists/1990/90_84 Paul Young - Oh Girl.mp3,"","","",""
Various Artists/1990/90_38 Janet Jackson - Rhythm Nation.mp3,"","","",""
Various Artists/1990/90_05 Madonna - Vogue.mp3,"","","",""
Various Artists/1990/90_24 Glenn Medeiros and Bobby Brown - She Ain't Worth It.mp3,"","","",""
Various Artists/1990/90_53 Phil Collins - Do You Remember.mp3,"","","",""
Various Artists/1990/90_51 George Michael - Praying For Time.mp3,"","","",""
Various Artists/1990/90_87 The Cover Girls - We Can't Go Wrong.mp3,"","","",""
Various Artists/1990/90_35 Billy Joel - We Didn't Start The Fire.mp3,"","","",""
Various Artists/1990/90_56 Phil Collins - I Wish It Would Rain.mp3,Phil Collins,I Wish It Would Rain,1990,Pop
Various Artists/1990/90_80 Dino - Romeo.mp3,"","","",""
Various Artists/1990/90_73 Technotronic - Get Up! (Before The Night Is Over).mp3,"","","",""
Various Artists/1990/90_18 Alannah Myles - Black Velvet.mp3,"","","",""
Various Artists/1990/90_04 Bell Biv Devoe - Poison.mp3,"","","",""
Various Artists/1990/90_19 Wilson Phillips - Release Me.mp3,"","","",""
Various Artists/1990/90_11 Bell Biv Devoe - Do Me.mp3,"","","",""
Various Artists/1990/90_66 Depeche Mode - Enjoy the Silence.mp3,"","","",""
